단위중량(kg),투입중량(kg),염색길이(m),투입중량/길이,투입중량/액량,공정진행시간(%),진행온도,포속1,포속3,포속4,염색색차 DE
450.0,124.8,227.0,0.5497797356828193,0.0624,50.36,113.1,68,77,144,3.592049
460.0,51.5,36.0,1.4305555555555556,0.0515,35.99,106.8,70,69,72,0.8660321
460.0,33.5,18.0,1.8611111111111112,0.0558333333333333,75.08,69.4,42,0,0,2.023612
324.0,139.6,253.0,0.5517786561264821,0.0698,69.3,93.1,110,108,69,0.5054298
560.0,71.1,71.0,1.0014084507042254,0.0711,82.32,122.5,65,314,68,14.40188
324.0,44.6,41.0,1.0878048780487806,0.0446,51.06,79.1,5,407,56,0.7530965
324.0,139.6,253.0,0.5517786561264821,0.0698,74.42,79.5,104,104,76,0.5054298
146.0,189.1,1600.0,0.1181875,0.047275,75.5,102.6,113,108,130,0.4288969
190.0,87.6,456.0,0.1921052631578947,0.0219,64.35,118.6,79,7,88,1.338738
604.0,208.7,550.0,0.3794545454545454,0.052175,6.7,29.5,49,55,3,1.265589
400.0,295.4,334.0,0.8844311377245508,0.07385,85.44,52.2,83,90,97,5.220153
314.0,93.4,269.0,0.3472118959107806,0.0467,85.2,79.1,71,61,164,0.4271967
604.0,310.4,600.0,0.5173333333333333,0.0775999999999999,54.72,134.8,70,75,89,0.6295673
560.0,341.6,545.0,0.6267889908256881,0.0854,29.44,101.4,96,92,34,1.958902
460.0,112.4,24.0,4.683333333333334,0.0562,47.7,93.6,32,75,138,1.113164
314.0,44.6,35.0,1.2742857142857142,0.0743333333333333,35.68,110.2,125,0,0,0.5272802
400.0,143.6,37.0,3.881081081081081,0.0718,97.26,30.1,29,117,65,0.6883717
324.0,102.4,57.0,1.7964912280701757,0.0512,98.71,29.4,11,90,133,3.41324
495.0,352.8,121.0,2.915702479338843,0.0882,92.64,47.6,78,71,74,1.473568
1150.0,297.2,250.0,1.1888,0.0742999999999999,18.5,101.7,40,137,64,2.01561
320.0,158.6,90.0,1.762222222222222,0.0793,97.3,55.1,60,58,199,0.6491697
324.0,66.2,31.0,2.135483870967742,0.0662,67.79,126.3,54,58,239,0.8130776
480.0,156.4,242.0,0.6462809917355372,0.0782,37.08,85.6,99,95,95,2.855713
320.0,122.7,77.0,1.5935064935064935,0.06135,74.57,43.3,88,90,169,1.593427
190.0,85.6,401.0,0.2134663341645885,0.0214,31.91,80.1,89,20,84,1.655061
460.0,48.0,3.0,16.0,0.048,50.93,66.6,64,724,75,1.644801
324.0,139.6,253.0,0.5517786561264821,0.0698,70.23,90.9,107,107,70,0.5054298
350.0,35.0,87.0,0.4022988505747126,0.0583333333333333,7.87,41.4,126,0,0,3.341123
324.0,102.4,57.0,1.7964912280701757,0.0512,20.17,88.3,90,89,25,3.41324
146.0,188.4,1600.0,0.11775,0.0471,94.34,37.1,129,127,141,0.5068955
460.0,155.8,5.0,31.160000000000004,0.0779,73.82,72.2,84,81,196,1.361657
580.0,264.5,413.0,0.6404358353510896,0.066125,55.86,120.2,103,104,90,3.708582
552.0,219.4,6.0,36.56666666666667,0.1097,7.94,126.4,104,107,64,1.562582
350.0,128.0,273.0,0.4688644688644688,0.064,87.62,61.2,126,117,71,0.2007852
460.0,155.6,33.0,4.715151515151515,0.0778,43.63,120.8,59,94,170,1.013855
552.0,219.4,6.0,36.56666666666667,0.1097,100.0,30.3,4,0,179,1.562582
320.0,197.6,601.0,0.3287853577371048,0.0988,14.33,84.9,4,155,13,2.601036
604.0,280.0,2.0,140.0,0.07,26.67,94.7,102,113,26,0.5512151
604.0,207.4,550.0,0.3770909090909091,0.05185,97.79,29.7,54,61,256,1.874971
324.0,78.3,25.0,3.132,0.0783,94.08,44.4,19,16,530,5.306342
324.0,44.6,41.0,1.0878048780487806,0.0446,45.45,119.2,67,341,53,0.7530965
480.0,82.4,128.0,0.64375,0.0824,16.33,40.4,4,51,48,2.207412
350.0,128.0,273.0,0.4688644688644688,0.064,68.81,119.5,86,234,53,0.2007852
495.0,350.8,210.0,1.6704761904761904,0.0877,96.89,24.7,105,107,96,1.542863
190.0,88.3,458.0,0.1927947598253275,0.022075,92.07,48.3,66,70,138,1.169382
560.0,63.6,10.0,6.36,0.0636,93.78,61.4,5,34,1009,1.315164
324.0,44.6,41.0,1.0878048780487806,0.0446,3.87,48.5,68,211,6,0.7530965
604.0,280.0,2.0,140.0,0.07,53.75,129.3,100,113,59,0.5512151
460.0,38.4,32.0,1.2,0.064,54.27,69.5,120,0,0,0.3146644
294.0,80.1,254.0,0.3153543307086613,0.0800999999999999,76.4,129.8,25,68,338,0.319741
314.0,93.4,269.0,0.3472118959107806,0.0467,79.82,89.8,59,61,153,0.4271967
190.0,88.3,458.0,0.1927947598253275,0.022075,11.89,33.3,82,92,11,1.169382
314.0,115.1,401.0,0.2870324189526184,0.05755,46.03,120.0,90,92,60,0.4264583
320.0,197.6,601.0,0.3287853577371048,0.0988,68.6,82.1,49,142,82,2.601036
536.0,184.9,84.0,2.2011904761904764,0.09245,8.31,55.7,72,115,9,1.057401
324.0,66.2,31.0,2.135483870967742,0.0662,74.85,122.8,54,57,265,0.8130776
324.0,78.3,25.0,3.132,0.0783,28.8,98.4,57,62,139,5.306342
324.0,38.8,96.0,0.4041666666666666,0.0387999999999999,68.45,124.2,68,205,95,0.2916726
460.0,38.4,32.0,1.2,0.064,69.7,128.7,81,0,0,0.3146644
495.0,43.6,2.0,21.8,0.0726666666666666,71.76,112.4,52,0,0,1.600976
235.0,19.8,33.0,0.6,0.033,96.43,23.3,48,0,0,1.645152
460.0,38.4,32.0,1.2,0.064,48.21,69.3,40,0,0,0.3146644
294.0,80.1,254.0,0.3153543307086613,0.0800999999999999,24.78,76.2,72,67,148,0.319741
350.0,35.0,87.0,0.4022988505747126,0.0583333333333333,10.19,44.8,60,0,0,3.341123
146.0,189.6,1600.0,0.1185,0.0474,92.69,52.9,121,117,118,0.3985579
324.0,38.0,19.0,2.0,0.038,71.49,69.0,70,139,48,0.8450533
324.0,44.6,41.0,1.0878048780487806,0.0446,11.03,100.0,70,142,17,0.7530965
800.0,66.0,49.0,1.346938775510204,0.066,69.57,104.3,28,28,261,0.4358755
560.0,199.5,111.0,1.7972972972972974,0.09975,73.36,114.3,108,125,81,3.457263
314.0,97.4,300.0,0.3246666666666666,0.0487,14.35,62.3,4,71,20,0.4555725
324.0,54.4,119.0,0.4571428571428571,0.0544,11.26,92.8,41,46,74,1.702155
320.0,122.7,77.0,1.5935064935064935,0.06135,61.98,69.3,47,92,139,1.593427
505.0,152.2,3.0,50.73333333333333,0.0761,2.12,30.3,0,0,0,0.7943481
536.0,168.4,16.0,10.525,0.0842,30.74,129.8,96,92,51,2.792194
536.0,184.9,84.0,2.2011904761904764,0.09245,88.7,77.0,48,111,125,1.057401
604.0,254.6,228.0,1.1166666666666667,0.06365,53.38,129.8,60,66,62,0.732778
604.0,258.8,400.0,0.647,0.0647,91.74,47.9,56,20,224,2.080513
324.0,51.3,9.0,5.699999999999999,0.0513,93.81,42.4,48,16,269,0.4998396
480.0,82.4,128.0,0.64375,0.0824,12.24,40.4,4,34,33,2.207412
400.0,184.8,105.0,1.76,0.0924,5.24,130.7,129,133,41,0.2085338
625.0,220.3,201.0,1.0960199004975124,0.11015,94.83,44.7,4,311,154,0.9501897
146.0,188.4,1600.0,0.11775,0.0471,9.81,60.2,138,138,7,0.5068955
560.0,288.2,373.0,0.7726541554959785,0.07205,27.27,99.1,85,81,35,0.7729153
146.0,188.8,1600.0,0.118,0.0472,50.57,119.8,131,123,85,0.4435995
604.0,258.8,400.0,0.647,0.0647,59.5,80.0,63,66,143,2.080513
146.0,188.8,1600.0,0.118,0.0472,91.7,54.1,134,129,138,0.4435995
604.0,207.4,550.0,0.3770909090909091,0.05185,71.24,86.8,52,57,196,1.874971
460.0,155.8,5.0,31.160000000000004,0.0779,79.32,114.3,21,81,207,1.361657
324.0,102.4,57.0,1.7964912280701757,0.0512,44.64,135.4,65,91,60,3.41324
314.0,113.8,350.0,0.3251428571428571,0.0569,71.6,78.4,77,9,119,0.3047607
320.0,54.6,76.0,0.718421052631579,0.0546,47.4,115.7,17,121,100,1.818745
625.0,83.3,12.0,6.941666666666666,0.0833,44.98,108.6,76,440,30,0.3981313
324.0,102.4,16.0,6.4,0.0512,77.25,134.8,93,93,199,0.4797601
480.0,82.4,128.0,0.64375,0.0824,12.76,40.4,3,51,34,2.207412
450.0,164.2,173.0,0.9491329479768784,0.0820999999999999,24.61,129.9,89,84,70,1.362835
536.0,168.4,16.0,10.525,0.0842,10.68,71.2,98,91,16,2.792194
314.0,97.4,300.0,0.3246666666666666,0.0487,65.22,79.6,72,72,108,0.4555725
450.0,53.2,100.0,0.532,0.0886666666666666,0.56,29.9,0,0,0,0.7367827
560.0,290.6,450.0,0.6457777777777778,0.07265,89.9,33.6,88,90,118,3.65923
320.0,108.2,343.0,0.3154518950437318,0.0541,55.96,65.8,40,81,107,2.006101
400.0,295.4,334.0,0.8844311377245508,0.07385,3.8,29.7,66,53,1,5.220153
324.0,78.3,25.0,3.132,0.0783,24.85,122.7,31,62,120,5.306342
450.0,41.0,83.0,0.4939759036144578,0.0683333333333333,68.07,100.2,153,0,0,2.425779
460.0,155.6,33.0,4.715151515151515,0.0778,72.66,69.7,23,92,269,1.013855
625.0,83.3,12.0,6.941666666666666,0.0833,17.65,91.6,76,76,16,0.3981313
604.0,306.6,600.0,0.511,0.07665,73.65,86.7,15,79,96,3.03364
450.0,147.4,301.0,0.4897009966777408,0.0737,50.67,129.9,87,88,60,0.8009977
460.0,111.0,115.0,0.9652173913043478,0.0555,28.22,129.8,132,3319,1,17.20203
604.0,280.0,2.0,140.0,0.07,85.83,68.9,104,115,101,0.5512151
560.0,341.6,545.0,0.6267889908256881,0.0854,47.66,120.5,89,86,60,1.958902
314.0,98.8,300.0,0.3293333333333333,0.0494,57.46,108.2,19,68,90,0.5957398
560.0,341.6,545.0,0.6267889908256881,0.0854,46.26,119.6,92,86,58,1.958902
460.0,48.0,3.0,16.0,0.048,25.13,69.1,65,64,35,1.644801
560.0,71.1,71.0,1.0014084507042254,0.0711,60.29,100.1,62,65,48,14.40188
505.0,152.2,3.0,50.73333333333333,0.0761,28.98,115.7,6,91,43,0.7943481
495.0,43.6,2.0,21.8,0.0726666666666666,70.43,105.2,52,0,0,1.600976
146.0,189.6,1600.0,0.1185,0.0474,38.08,98.9,137,130,44,0.3985579
450.0,164.2,173.0,0.9491329479768784,0.0820999999999999,35.57,92.3,2,83,103,1.362835
460.0,155.6,33.0,4.715151515151515,0.0778,54.31,68.9,37,93,204,1.013855
552.0,219.4,6.0,36.56666666666667,0.1097,0.47,28.5,0,0,0,1.562582
560.0,288.2,373.0,0.7726541554959785,0.07205,32.54,115.1,171,83,43,0.7729153
324.0,38.8,96.0,0.4041666666666666,0.0387999999999999,6.62,60.1,2,145,7,0.2916726
460.0,155.6,33.0,4.715151515151515,0.0778,29.96,69.2,5,86,115,1.013855
604.0,207.4,550.0,0.3770909090909091,0.05185,59.73,118.5,51,2,152,1.874971
324.0,44.6,41.0,1.0878048780487806,0.0446,33.66,26.1,65,440,42,0.7530965
450.0,147.4,301.0,0.4897009966777408,0.0737,52.89,129.8,88,89,63,0.8009977
560.0,341.6,545.0,0.6267889908256881,0.0854,22.9,83.2,89,88,25,1.958902
146.0,189.2,1600.0,0.11825,0.0472999999999999,12.41,59.9,144,127,10,0.299028
460.0,51.5,36.0,1.4305555555555556,0.0515,2.49,47.2,70,69,4,0.8660321
560.0,260.4,450.0,0.5786666666666667,0.0650999999999999,58.29,90.4,78,75,78,1.91208
350.0,35.6,13.0,2.7384615384615385,0.0593333333333333,25.86,130.1,46,0,0,11.56194
460.0,33.5,18.0,1.8611111111111112,0.0558333333333333,30.53,129.9,43,0,0,2.023612
235.0,19.8,33.0,0.6,0.033,31.75,113.4,44,0,0,1.645152
190.0,87.6,456.0,0.1921052631578947,0.0219,6.09,29.3,90,109,3,1.338738
146.0,188.8,1600.0,0.118,0.0472,32.83,80.8,132,130,56,0.4435995
324.0,44.6,41.0,1.0878048780487806,0.0446,34.24,26.4,68,69,43,0.7530965
560.0,71.1,71.0,1.0014084507042254,0.0711,52.54,115.2,62,424,42,14.40188
800.0,50.0,67.0,0.746268656716418,0.0833333333333333,66.54,86.6,537,0,0,0.7474369
480.0,156.4,242.0,0.6462809917355372,0.0782,70.13,80.4,99,191,188,2.855713
460.0,111.0,115.0,0.9652173913043478,0.0555,87.73,69.3,132,279,12,17.20203
350.0,77.6,12.0,6.466666666666666,0.0775999999999999,54.93,112.5,63,39,248,1.354934
320.0,158.6,90.0,1.762222222222222,0.0793,60.58,74.1,28,139,123,0.6491697
320.0,158.6,90.0,1.762222222222222,0.0793,41.7,115.8,91,145,92,0.6491697
460.0,38.4,32.0,1.2,0.064,44.63,69.2,39,0,0,0.3146644
560.0,288.2,373.0,0.7726541554959785,0.07205,46.41,119.9,77,74,65,0.7729153
485.0,113.0,267.0,0.4232209737827715,0.0565,83.41,69.8,77,75,132,5.026582
294.0,80.1,254.0,0.3153543307086613,0.0800999999999999,83.48,87.6,49,50,363,0.319741
294.0,80.1,254.0,0.3153543307086613,0.0800999999999999,92.04,68.3,6,69,392,0.319741
324.0,54.4,119.0,0.4571428571428571,0.0544,34.94,86.2,47,45,221,1.702155
324.0,66.2,31.0,2.135483870967742,0.0662,26.07,120.9,35,59,85,0.8130776
190.0,88.3,458.0,0.1927947598253275,0.022075,23.35,54.1,77,87,28,1.169382
450.0,164.2,173.0,0.9491329479768784,0.0820999999999999,16.33,109.7,57,85,46,1.362835
146.0,189.1,1600.0,0.1181875,0.047275,50.0,121.1,118,117,78,0.4288969
320.0,162.0,500.0,0.324,0.081,18.39,86.7,46,130,24,1.815297
320.0,158.6,90.0,1.762222222222222,0.0793,68.67,107.9,55,139,141,0.6491697
190.0,85.6,401.0,0.2134663341645885,0.0214,70.07,69.7,1,99,166,1.655061
560.0,288.2,373.0,0.7726541554959785,0.07205,98.56,22.3,111,102,134,0.7729153
146.0,189.2,1600.0,0.11825,0.0472999999999999,14.29,59.8,134,129,12,0.299028
460.0,51.5,36.0,1.4305555555555556,0.0515,42.95,68.5,68,67,94,0.8660321
604.0,208.7,550.0,0.3794545454545454,0.052175,94.74,32.7,46,47,198,1.265589
350.0,35.0,87.0,0.4022988505747126,0.0583333333333333,14.35,64.5,51,0,0,3.341123
560.0,71.1,71.0,1.0014084507042254,0.0711,65.62,69.1,62,126,53,14.40188
235.0,19.8,33.0,0.6,0.033,42.06,130.4,41,0,0,1.645152
800.0,50.0,67.0,0.746268656716418,0.0833333333333333,10.66,71.4,117,0,0,0.7474369
460.0,190.0,14.0,13.571428571428571,0.095,16.88,93.5,62,106,21,2.184558
560.0,42.8,11.0,3.89090909090909,0.0713333333333333,59.05,119.2,40,0,0,14.85745
146.0,188.4,1600.0,0.11775,0.0471,61.89,135.2,129,118,95,0.5068955
495.0,43.6,2.0,21.8,0.0726666666666666,58.14,49.7,28,0,0,1.600976
460.0,51.5,36.0,1.4305555555555556,0.0515,5.8,78.3,70,70,13,0.8660321
560.0,290.6,450.0,0.6457777777777778,0.07265,6.73,38.1,92,94,4,3.65923
536.0,168.4,16.0,10.525,0.0842,80.91,123.9,95,92,177,2.792194
450.0,129.0,92.0,1.4021739130434785,0.0645,37.8,85.0,69,83,82,1.000596
480.0,156.4,242.0,0.6462809917355372,0.0782,25.0,129.8,97,93,60,2.855713
146.0,189.1,1600.0,0.1181875,0.047275,74.16,110.4,107,1,128,0.4288969
350.0,77.6,12.0,6.466666666666666,0.0775999999999999,57.07,99.7,13,53,258,1.354934
536.0,184.9,84.0,2.2011904761904764,0.09245,53.16,69.0,17,113,78,1.057401
460.0,38.4,32.0,1.2,0.064,10.47,79.1,37,0,0,0.3146644
560.0,290.6,450.0,0.6457777777777778,0.07265,39.9,120.0,91,86,50,3.65923
324.0,51.3,9.0,5.699999999999999,0.0513,2.86,30.4,48,47,4,0.4998396
450.0,53.3,100.0,0.5329999999999999,0.0533,1.05,24.4,0,50,1,0.2996852
320.0,122.7,77.0,1.5935064935064935,0.06135,87.16,107.8,93,93,201,1.593427
460.0,112.4,24.0,4.683333333333334,0.0562,59.18,97.3,12,75,173,1.113164
580.0,264.5,413.0,0.6404358353510896,0.066125,60.55,107.5,86,84,98,3.708582
560.0,260.4,450.0,0.5786666666666667,0.0650999999999999,94.31,30.0,96,85,131,1.91208
480.0,156.4,242.0,0.6462809917355372,0.0782,25.42,125.8,95,94,61,2.855713
294.0,80.1,254.0,0.3153543307086613,0.0800999999999999,47.49,108.1,72,20,233,0.319741
324.0,102.4,57.0,1.7964912280701757,0.0512,25.75,100.0,92,91,33,3.41324
314.0,99.2,300.0,0.3306666666666666,0.0496,80.0,89.8,51,71,144,0.4474733
350.0,35.6,13.0,2.7384615384615385,0.0593333333333333,3.45,35.4,51,0,0,11.56194
480.0,82.4,128.0,0.64375,0.0824,59.69,130.1,42,52,182,2.207412
324.0,51.3,9.0,5.699999999999999,0.0513,8.57,48.0,47,46,16,0.4998396
320.0,108.2,343.0,0.3154518950437318,0.0541,21.3,89.3,14,82,40,2.006101
625.0,220.3,201.0,1.0960199004975124,0.11015,22.19,112.2,109,103,34,0.9501897
460.0,51.5,36.0,1.4305555555555556,0.0515,78.28,69.4,70,360,178,0.8660321
495.0,352.8,121.0,2.915702479338843,0.0882,67.22,98.4,86,89,28,1.473568
604.0,311.6,600.0,0.5193333333333334,0.0779,11.06,47.4,51,63,11,1.008322
604.0,208.7,550.0,0.3794545454545454,0.052175,96.17,34.7,46,47,198,1.265589
495.0,43.6,2.0,21.8,0.0726666666666666,33.22,129.8,54,0,0,1.600976
146.0,187.4,1600.0,0.117125,0.04685,71.06,135.8,123,122,101,0.3946269
480.0,156.4,242.0,0.6462809917355372,0.0782,75.42,68.8,100,95,204,2.855713
324.0,54.4,119.0,0.4571428571428571,0.0544,3.91,49.0,32,31,18,1.702155
324.0,102.4,57.0,1.7964912280701757,0.0512,53.22,122.7,91,89,73,3.41324
480.0,82.4,128.0,0.64375,0.0824,55.61,130.3,42,51,169,2.207412
235.0,19.8,33.0,0.6,0.033,17.46,79.9,42,0,0,1.645152
460.0,51.5,36.0,1.4305555555555556,0.0515,17.74,129.9,67,68,33,0.8660321
314.0,93.4,269.0,0.3472118959107806,0.0467,43.95,119.8,4,60,81,0.4271967
560.0,288.2,373.0,0.7726541554959785,0.07205,14.83,59.2,84,83,16,0.7729153
604.0,258.8,400.0,0.647,0.0647,14.05,68.3,63,70,22,2.080513
536.0,184.9,84.0,2.2011904761904764,0.09245,49.83,72.9,2,127,73,1.057401
320.0,162.0,500.0,0.324,0.081,8.81,55.1,136,131,10,1.815297
320.0,158.6,90.0,1.762222222222222,0.0793,44.61,115.5,44,144,97,0.6491697
324.0,78.3,25.0,3.132,0.0783,45.96,122.4,67,65,236,5.306342
324.0,78.3,25.0,3.132,0.0783,58.38,69.4,49,63,304,5.306342
324.0,51.3,9.0,5.699999999999999,0.0513,33.81,109.4,47,47,92,0.4998396
320.0,158.6,90.0,1.762222222222222,0.0793,42.53,121.2,75,146,93,0.6491697
560.0,260.4,450.0,0.5786666666666667,0.0650999999999999,37.44,119.6,93,83,45,1.91208
294.0,80.1,254.0,0.3153543307086613,0.0800999999999999,72.57,117.6,5,70,323,0.319741
560.0,71.1,71.0,1.0014084507042254,0.0711,30.99,129.8,63,64,23,14.40188
625.0,220.3,201.0,1.0960199004975124,0.11015,3.95,38.8,103,107,3,0.9501897
320.0,197.6,601.0,0.3287853577371048,0.0988,76.22,119.8,78,143,90,2.601036
324.0,78.3,25.0,3.132,0.0783,30.97,84.5,32,31,149,5.306342
495.0,352.8,121.0,2.915702479338843,0.0882,19.4,106.8,79,95,27,1.473568
324.0,38.8,96.0,0.4041666666666666,0.0387999999999999,91.6,65.3,64,64,123,0.2916726
314.0,98.8,300.0,0.3293333333333333,0.0494,21.93,79.6,8,68,32,0.5957398
460.0,155.6,33.0,4.715151515151515,0.0778,49.25,99.5,82,93,189,1.013855
495.0,352.8,121.0,2.915702479338843,0.0882,60.87,69.1,87,92,16,1.473568
536.0,161.4,46.0,3.508695652173913,0.0807,73.33,95.6,100,95,76,0.7062185
460.0,38.4,32.0,1.2,0.064,53.17,69.4,17,0,0,0.3146644
320.0,158.6,90.0,1.762222222222222,0.0793,98.55,46.7,54,54,203,0.6491697
320.0,158.6,90.0,1.762222222222222,0.0793,12.86,88.8,22,134,29,0.6491697
460.0,48.0,3.0,16.0,0.048,81.62,118.0,64,335,123,1.644801
495.0,352.8,121.0,2.915702479338843,0.0882,56.19,46.1,92,104,7,1.473568
460.0,112.4,24.0,4.683333333333334,0.0562,60.97,83.4,31,75,179,1.113164
294.0,76.2,11.0,6.927272727272728,0.0762,16.45,61.8,9,75,16,0.08812822
294.0,80.1,254.0,0.3153543307086613,0.0800999999999999,12.09,129.8,12,13,103,0.319741
320.0,20.2,47.0,0.4297872340425532,0.0336666666666666,29.88,85.9,139,0,0,1.343926
560.0,71.1,71.0,1.0014084507042254,0.0711,8.23,48.8,67,322,6,14.40188
324.0,54.4,119.0,0.4571428571428571,0.0544,1.61,30.9,51,47,4,1.702155
560.0,63.6,10.0,6.36,0.0636,1.83,38.0,26,41,6,1.315164
580.0,264.5,413.0,0.6404358353510896,0.066125,46.88,119.4,108,96,77,3.708582
146.0,189.1,1600.0,0.1181875,0.047275,30.2,71.1,119,118,44,0.4288969
400.0,295.4,334.0,0.8844311377245508,0.07385,30.38,87.1,90,104,26,5.220153
350.0,35.6,13.0,2.7384615384615385,0.0593333333333333,18.1,99.7,48,0,0,11.56194
560.0,341.6,545.0,0.6267889908256881,0.0854,85.51,38.4,97,91,115,1.958902
324.0,44.6,41.0,1.0878048780487806,0.0446,86.46,106.8,66,67,117,0.7530965
324.0,38.8,96.0,0.4041666666666666,0.0387999999999999,89.31,66.6,65,132,119,0.2916726
320.0,158.6,90.0,1.762222222222222,0.0793,51.66,69.5,100,142,110,0.6491697
320.0,108.2,343.0,0.3154518950437318,0.0541,54.15,68.8,40,81,107,2.006101
190.0,87.6,456.0,0.1921052631578947,0.0219,73.04,87.3,78,92,101,1.338738
146.0,188.6,1600.0,0.117875,0.04715,45.65,116.6,130,123,82,0.3004971
604.0,208.7,550.0,0.3794545454545454,0.052175,12.92,46.8,119,69,15,1.265589
604.0,310.4,600.0,0.5173333333333333,0.0775999999999999,96.23,27.6,82,85,153,0.6295673
320.0,158.6,90.0,1.762222222222222,0.0793,30.71,76.1,50,142,67,0.6491697
625.0,83.3,12.0,6.941666666666666,0.0833,80.62,124.6,76,306,59,0.3981313
625.0,60.2,52.0,1.1576923076923078,0.0602,97.55,34.2,51,51,40,1.039721
450.0,41.0,83.0,0.4939759036144578,0.0683333333333333,42.46,131.1,129,0,0,2.425779
604.0,207.4,550.0,0.3770909090909091,0.05185,40.27,122.3,53,59,79,1.874971
1150.0,297.2,250.0,1.1888,0.0742999999999999,89.97,97.3,36,28,493,2.01561
800.0,66.0,69.0,0.9565217391304348,0.066,35.47,130.2,29,30,189,0.768085
800.0,66.0,69.0,0.9565217391304348,0.066,51.7,98.0,28,28,277,0.768085
604.0,208.7,550.0,0.3794545454545454,0.052175,46.41,129.9,52,59,84,1.265589
190.0,88.3,458.0,0.1927947598253275,0.022075,84.14,69.3,71,82,125,1.169382
294.0,80.1,254.0,0.3153543307086613,0.0800999999999999,88.2,69.3,71,69,380,0.319741
560.0,71.1,71.0,1.0014084507042254,0.0711,71.19,68.7,64,484,57,14.40188
460.0,33.5,18.0,1.8611111111111112,0.0558333333333333,89.41,69.7,41,0,0,2.023612
625.0,218.2,14.0,15.585714285714284,0.1090999999999999,75.07,98.7,95,94,163,0.5479724
460.0,155.8,5.0,31.160000000000004,0.0779,27.23,129.9,80,77,68,1.361657
324.0,38.8,96.0,0.4041666666666666,0.0387999999999999,50.89,66.0,69,68,63,0.2916726
495.0,368.0,47.0,7.829787234042553,0.092,23.03,70.2,95,95,16,1.304339
350.0,35.0,87.0,0.4022988505747126,0.0583333333333333,23.61,90.6,50,0,0,3.341123
314.0,99.2,300.0,0.3306666666666666,0.0496,10.0,50.1,4,71,11,0.4474733
560.0,63.6,10.0,6.36,0.0636,2.01,38.0,27,33,7,1.315164
480.0,156.4,242.0,0.6462809917355372,0.0782,20.55,129.8,96,92,49,2.855713
450.0,147.4,301.0,0.4897009966777408,0.0737,60.89,113.0,11,88,73,0.8009977
460.0,40.0,3.0,13.333333333333334,0.0666666666666666,23.0,86.1,45,0,0,1.130695
350.0,35.6,13.0,2.7384615384615385,0.0593333333333333,61.21,130.0,45,0,0,11.56194
294.0,76.2,11.0,6.927272727272728,0.0762,79.61,68.8,69,73,115,0.08812822
560.0,286.8,450.0,0.6373333333333333,0.0717,62.02,72.3,85,80,58,3.629072
324.0,102.4,16.0,6.4,0.0512,62.84,76.3,53,92,160,0.4797601
460.0,111.0,115.0,0.9652173913043478,0.0555,75.15,130.3,134,2787,9,17.20203
324.0,139.6,253.0,0.5517786561264821,0.0698,35.81,113.6,114,117,35,0.5054298
485.0,113.0,267.0,0.4232209737827715,0.0565,19.73,83.4,80,78,23,5.026582
190.0,88.3,458.0,0.1927947598253275,0.022075,43.17,93.6,75,87,59,1.169382
604.0,208.7,500.0,0.4174,0.052175,17.48,63.6,52,58,24,1.716412
450.0,164.2,173.0,0.9491329479768784,0.0820999999999999,35.79,91.2,2,83,103,1.362835
450.0,41.0,83.0,0.4939759036144578,0.0683333333333333,17.54,88.6,202,0,0,2.425779
314.0,93.4,269.0,0.3472118959107806,0.0467,59.19,103.8,70,60,109,0.4271967
450.0,129.0,92.0,1.4021739130434785,0.0645,30.97,131.1,37,84,65,1.000596
450.0,129.0,92.0,1.4021739130434785,0.0645,90.55,77.9,87,84,213,1.000596
314.0,115.1,401.0,0.2870324189526184,0.05755,37.24,113.6,30,93,47,0.4264583
450.0,41.0,83.0,0.4939759036144578,0.0683333333333333,8.42,46.9,60,0,0,2.425779
350.0,77.6,12.0,6.466666666666666,0.0775999999999999,4.53,0.0,0,0,0,1.354934
324.0,139.6,253.0,0.5517786561264821,0.0698,26.98,98.6,108,106,25,0.5054298
314.0,113.8,350.0,0.3251428571428571,0.0569,67.08,78.9,32,88,110,0.3047607
604.0,280.0,2.0,140.0,0.07,21.67,82.6,103,115,20,0.5512151
450.0,53.3,100.0,0.5329999999999999,0.0533,51.58,73.5,69,69,108,0.2996852
560.0,42.8,11.0,3.89090909090909,0.0713333333333333,33.57,84.9,42,0,0,14.85745
324.0,139.6,253.0,0.5517786561264821,0.0698,14.88,66.4,57,104,11,0.5054298
460.0,51.5,36.0,1.4305555555555556,0.0515,43.28,68.5,69,139,95,0.8660321
495.0,362.5,73.0,4.965753424657534,0.090625,71.92,88.5,78,94,56,1.484328
320.0,122.7,77.0,1.5935064935064935,0.06135,21.23,120.1,76,189,43,1.593427
800.0,66.0,75.0,0.88,0.066,33.33,129.9,4,25,183,0.3451779
324.0,38.8,96.0,0.4041666666666666,0.0387999999999999,25.19,136.5,70,71,24,0.2916726
460.0,46.4,3.0,15.466666666666669,0.0464,19.69,95.4,61,60,21,1.068646
604.0,258.8,400.0,0.647,0.0647,45.45,80.2,62,66,114,2.080513
560.0,63.6,10.0,6.36,0.0636,45.16,86.2,31,32,484,1.315164
314.0,113.8,350.0,0.3251428571428571,0.0569,48.56,121.3,26,91,76,0.3047607
450.0,124.8,227.0,0.5497797356828193,0.0624,98.07,35.4,29,158,399,3.592049
324.0,78.3,25.0,3.132,0.0783,93.1,66.6,29,60,524,5.306342
350.0,35.0,87.0,0.4022988505747126,0.0583333333333333,81.48,69.1,51,0,0,3.341123
