단위중량(kg),투입중량(kg),염색길이(m),투입중량/길이,투입중량/액량,공정진행시간(%),진행온도,포속1,포속3,포속4,염색색차 DE
460.0,48.0,3.0,16.0,0.048,43.84,69.5,65,130,67,1.644801
460.0,38.4,32.0,1.2,0.064,16.25,99.9,85,0,0,0.3146644
324.0,44.6,41.0,1.0878048780487806,0.0446,73.5,68.4,67,384,96,0.7530965
480.0,156.4,242.0,0.6462809917355372,0.0782,0.42,32.3,0,15,1,2.855713
450.0,124.8,227.0,0.5497797356828193,0.0624,50.12,110.7,77,76,143,3.592049
505.0,149.4,6.0,24.9,0.0747,14.96,72.3,89,97,14,0.9071327
450.0,147.4,301.0,0.4897009966777408,0.0737,27.11,91.7,90,89,27,0.8009977
460.0,51.5,36.0,1.4305555555555556,0.0515,89.55,129.8,70,935,197,0.8660321
294.0,76.2,11.0,6.927272727272728,0.0762,50.66,131.5,70,30,70,0.08812822
314.0,93.4,269.0,0.3472118959107806,0.0467,40.81,116.6,61,61,74,0.4271967
460.0,49.8,7.0,7.114285714285714,0.0829999999999999,50.28,129.7,303,0,0,2.185405
324.0,78.3,25.0,3.132,0.0783,79.88,126.3,61,58,437,5.306342
350.0,128.0,273.0,0.4688644688644688,0.064,89.6,41.7,110,391,71,0.2007852
604.0,208.7,550.0,0.3794545454545454,0.052175,19.14,72.8,54,57,28,1.265589
604.0,207.4,550.0,0.3770909090909091,0.05185,35.84,111.7,51,58,69,1.874971
314.0,93.4,269.0,0.3472118959107806,0.0467,12.11,53.1,64,61,16,0.4271967
460.0,48.0,3.0,16.0,0.048,47.55,67.8,65,66,73,1.644801
320.0,108.2,343.0,0.3154518950437318,0.0541,69.68,102.3,23,79,137,2.006101
580.0,264.5,413.0,0.6404358353510896,0.066125,30.08,71.8,87,81,47,3.708582
495.0,329.3,126.0,2.6134920634920635,0.082325,65.36,104.1,78,90,50,1.476973
560.0,42.8,11.0,3.89090909090909,0.0713333333333333,97.38,29.4,44,0,0,14.85745
460.0,190.0,14.0,13.571428571428571,0.095,42.99,98.8,100,99,69,2.184558
625.0,218.2,14.0,15.585714285714284,0.1090999999999999,40.51,81.8,39,96,87,0.5479724
552.0,219.4,6.0,36.56666666666667,0.1097,52.34,119.8,65,109,121,1.562582
460.0,48.0,3.0,16.0,0.048,12.14,112.4,65,403,23,1.644801
460.0,48.0,3.0,16.0,0.048,13.49,122.6,64,466,24,1.644801
460.0,190.0,14.0,13.571428571428571,0.095,80.89,105.7,26,198,144,2.184558
460.0,48.0,3.0,16.0,0.048,78.75,127.7,67,421,121,1.644801
460.0,48.0,3.0,16.0,0.048,57.67,118.5,66,268,89,1.644801
800.0,50.0,67.0,0.746268656716418,0.0833333333333333,54.78,76.5,125,0,0,0.7474369
324.0,54.4,119.0,0.4571428571428571,0.0544,2.76,41.6,4,45,8,1.702155
604.0,311.2,600.0,0.5186666666666666,0.0778,74.54,94.9,97,106,72,0.2728531
450.0,129.0,92.0,1.4021739130434785,0.0645,2.36,27.4,16,83,1,1.000596
460.0,38.4,32.0,1.2,0.064,62.53,99.9,17,0,0,0.3146644
324.0,78.3,25.0,3.132,0.0783,53.06,106.8,22,65,273,5.306342
146.0,189.2,1600.0,0.11825,0.0472999999999999,89.85,59.9,125,123,107,0.299028
460.0,155.8,5.0,31.160000000000004,0.0779,78.8,110.4,84,80,205,1.361657
536.0,184.9,84.0,2.2011904761904764,0.09245,35.55,129.8,3,113,51,1.057401
320.0,158.6,90.0,1.762222222222222,0.0793,90.46,95.9,16,145,184,0.6491697
460.0,48.0,3.0,16.0,0.048,0.34,35.4,0,0,0,1.644801
460.0,48.0,3.0,16.0,0.048,34.91,109.1,65,360,48,1.644801
560.0,199.5,111.0,1.7972972972972974,0.09975,64.09,67.8,76,112,70,3.457263
294.0,76.2,11.0,6.927272727272728,0.0762,27.63,86.8,71,74,33,0.08812822
460.0,38.4,32.0,1.2,0.064,71.63,114.4,40,0,0,0.3146644
320.0,158.6,90.0,1.762222222222222,0.0793,91.91,81.8,137,145,187,0.6491697
324.0,51.3,9.0,5.699999999999999,0.0513,81.9,68.5,46,46,229,0.4998396
604.0,254.6,228.0,1.1166666666666667,0.06365,79.73,69.5,60,66,121,0.732778
450.0,124.8,227.0,0.5497797356828193,0.0624,87.95,108.1,77,78,371,3.592049
460.0,33.5,18.0,1.8611111111111112,0.0558333333333333,71.03,86.7,89,0,0,2.023612
324.0,54.4,119.0,0.4571428571428571,0.0544,44.83,67.2,45,42,294,1.702155
324.0,139.6,253.0,0.5517786561264821,0.0698,24.65,93.8,106,106,23,0.5054298
400.0,143.6,37.0,3.881081081081081,0.0718,82.88,64.2,29,103,57,0.6883717
800.0,167.0,84.0,1.988095238095238,0.0835,51.91,129.7,66,66,69,7.266841
460.0,155.6,33.0,4.715151515151515,0.0778,33.9,67.9,80,86,132,1.013855
294.0,80.1,254.0,0.3153543307086613,0.0800999999999999,41.0,127.2,72,22,208,0.319741
450.0,164.2,173.0,0.9491329479768784,0.0820999999999999,19.02,123.7,85,86,54,1.362835
450.0,147.4,301.0,0.4897009966777408,0.0737,40.44,120.1,90,89,45,0.8009977
450.0,53.3,100.0,0.5329999999999999,0.0533,23.16,105.3,150,75,45,0.2996852
314.0,98.8,300.0,0.3293333333333333,0.0494,62.72,84.9,8,67,100,0.5957398
460.0,46.4,3.0,15.466666666666669,0.0464,44.4,129.9,60,122,35,1.068646
324.0,78.3,25.0,3.132,0.0783,0.79,16.5,49,50,3,5.306342
324.0,102.4,16.0,6.4,0.0512,81.31,112.8,92,91,211,0.4797601
314.0,99.2,300.0,0.3306666666666666,0.0496,49.57,120.4,31,70,87,0.4474733
1150.0,297.2,250.0,1.1888,0.0742999999999999,10.66,63.6,50,41,31,2.01561
450.0,54.8,10.0,5.48,0.0547999999999999,50.35,129.7,74,73,24,2.453874
495.0,43.6,2.0,21.8,0.0726666666666666,89.04,70.5,50,0,0,1.600976
536.0,184.9,84.0,2.2011904761904764,0.09245,68.77,87.0,106,112,96,1.057401
450.0,129.0,92.0,1.4021739130434785,0.0645,38.85,77.8,9,84,85,1.000596
460.0,155.6,33.0,4.715151515151515,0.0778,100.0,28.1,3,87,364,1.013855
560.0,55.8,10.0,5.58,0.0557999999999999,32.45,94.4,52,417,40,2.042118
536.0,161.4,46.0,3.508695652173913,0.0807,32.22,100.4,46,95,32,0.7062185
495.0,43.6,2.0,21.8,0.0726666666666666,9.63,53.6,186,0,0,1.600976
324.0,44.6,41.0,1.0878048780487806,0.0446,8.7,88.9,70,700,11,0.7530965
460.0,33.5,18.0,1.8611111111111112,0.0558333333333333,54.52,87.1,45,0,0,2.023612
324.0,139.6,253.0,0.5517786561264821,0.0698,18.6,80.7,100,102,15,0.5054298
800.0,66.0,49.0,1.346938775510204,0.066,34.78,104.4,28,28,128,0.4358755
324.0,102.4,16.0,6.4,0.0512,3.15,39.5,79,91,3,0.4797601
450.0,147.4,301.0,0.4897009966777408,0.0737,25.33,87.5,88,90,24,0.8009977
460.0,155.8,5.0,31.160000000000004,0.0779,30.63,130.0,38,77,75,1.361657
560.0,71.1,71.0,1.0014084507042254,0.0711,24.21,127.9,63,1275,19,14.40188
190.0,88.3,458.0,0.1927947598253275,0.022075,72.69,92.6,71,80,108,1.169382
450.0,41.0,83.0,0.4939759036144578,0.0683333333333333,96.49,31.4,46,0,0,2.425779
536.0,161.4,46.0,3.508695652173913,0.0807,17.22,72.7,99,95,16,0.7062185
450.0,41.0,83.0,0.4939759036144578,0.0683333333333333,89.82,69.5,173,0,0,2.425779
324.0,51.3,9.0,5.699999999999999,0.0513,0.95,30.3,31,32,1,0.4998396
460.0,51.5,36.0,1.4305555555555556,0.0515,76.62,81.9,68,369,175,0.8660321
450.0,164.2,173.0,0.9491329479768784,0.0820999999999999,12.98,98.0,27,84,36,1.362835
460.0,46.4,3.0,15.466666666666669,0.0464,42.86,129.8,59,369,34,1.068646
324.0,102.4,16.0,6.4,0.0512,34.01,90.0,58,91,84,0.4797601
460.0,51.5,36.0,1.4305555555555556,0.0515,46.77,68.1,69,279,104,0.8660321
604.0,254.6,228.0,1.1166666666666667,0.06365,43.92,119.1,62,66,50,0.732778
324.0,102.4,57.0,1.7964912280701757,0.0512,73.39,69.2,89,88,103,3.41324
460.0,155.8,5.0,31.160000000000004,0.0779,59.95,100.2,81,79,158,1.361657
324.0,66.2,31.0,2.135483870967742,0.0662,33.74,137.2,55,59,112,0.8130776
560.0,60.8,10.0,6.08,0.0608,23.91,100.1,58,117,36,0.3221368
146.0,189.1,1600.0,0.1181875,0.047275,13.09,60.0,122,114,18,0.4288969
324.0,78.3,25.0,3.132,0.0783,49.31,133.0,65,63,253,5.306342
560.0,60.8,10.0,6.08,0.0608,40.22,68.2,59,302,47,0.3221368
620.0,189.8,266.0,0.7135338345864662,0.0949,30.16,129.8,77,81,56,0.3338742
580.0,264.5,413.0,0.6404358353510896,0.066125,0.39,48.5,0,0,0,3.708582
450.0,164.2,173.0,0.9491329479768784,0.0820999999999999,4.25,47.8,19,82,7,1.362835
350.0,77.6,12.0,6.466666666666666,0.0775999999999999,1.6,0.0,0,0,0,1.354934
190.0,85.6,401.0,0.2134663341645885,0.0214,36.51,92.5,89,13,97,1.655061
320.0,197.6,601.0,0.3287853577371048,0.0988,77.44,119.8,64,141,92,2.601036
800.0,66.0,75.0,0.88,0.066,15.22,84.6,17,31,77,0.3451779
460.0,155.6,33.0,4.715151515151515,0.0778,9.93,95.3,36,87,39,1.013855
800.0,50.0,67.0,0.746268656716418,0.0833333333333333,68.01,95.3,620,0,0,0.7474369
146.0,188.8,1600.0,0.118,0.0472,15.47,59.9,129,0,29,0.4435995
324.0,78.3,25.0,3.132,0.0783,68.64,63.9,57,56,366,5.306342
536.0,161.4,46.0,3.508695652173913,0.0807,35.0,104.1,63,95,35,0.7062185
604.0,280.0,2.0,140.0,0.07,32.92,105.5,102,107,34,0.5512151
146.0,189.1,1600.0,0.1181875,0.047275,85.23,82.5,112,102,147,0.4288969
460.0,190.0,14.0,13.571428571428571,0.095,19.43,100.0,31,100,26,2.184558
146.0,189.2,1600.0,0.11825,0.0472999999999999,72.93,128.9,122,120,84,0.299028
460.0,112.4,24.0,4.683333333333334,0.0562,29.08,129.8,68,73,87,1.113164
320.0,122.7,77.0,1.5935064935064935,0.06135,26.91,119.8,49,95,57,1.593427
495.0,352.8,121.0,2.915702479338843,0.0882,5.02,35.8,85,108,3,1.473568
604.0,207.4,550.0,0.3770909090909091,0.05185,96.02,26.0,83,59,252,1.874971
324.0,54.4,119.0,0.4571428571428571,0.0544,29.89,113.2,48,45,190,1.702155
350.0,35.0,87.0,0.4022988505747126,0.0583333333333333,80.56,69.4,107,0,0,3.341123
460.0,46.4,3.0,15.466666666666669,0.0464,68.73,104.9,62,61,68,1.068646
324.0,38.8,96.0,0.4041666666666666,0.0387999999999999,24.94,136.1,71,71,24,0.2916726
505.0,152.2,3.0,50.73333333333333,0.0761,64.66,81.3,43,88,106,0.7943481
560.0,287.2,450.0,0.6382222222222222,0.0718,43.52,119.9,116,76,61,2.161994
350.0,128.0,273.0,0.4688644688644688,0.064,80.69,76.5,0,0,65,0.2007852
450.0,95.8,72.0,1.3305555555555555,0.0958,0.22,30.3,0,0,0,1.355596
495.0,368.0,47.0,7.829787234042553,0.092,76.36,69.3,94,93,73,1.304339
320.0,108.2,343.0,0.3154518950437318,0.0541,16.61,75.8,81,80,31,2.006101
450.0,129.0,92.0,1.4021739130434785,0.0645,61.94,100.8,13,169,143,1.000596
324.0,78.3,25.0,3.132,0.0783,16.17,118.9,68,65,79,5.306342
450.0,53.3,100.0,0.5329999999999999,0.0533,58.6,65.7,76,74,123,0.2996852
320.0,164.6,351.0,0.4689458689458689,0.0823,57.6,105.3,72,127,31,1.532855
460.0,48.0,3.0,16.0,0.048,61.21,118.3,66,417,93,1.644801
536.0,168.4,16.0,10.525,0.0842,82.85,111.7,95,92,181,2.792194
560.0,60.8,10.0,6.08,0.0608,20.65,112.3,58,1172,34,0.3221368
146.0,189.2,1600.0,0.11825,0.0472999999999999,50.38,120.0,132,123,56,0.299028
190.0,88.3,458.0,0.1927947598253275,0.022075,87.67,69.8,149,76,131,1.169382
324.0,38.0,19.0,2.0,0.038,3.31,27.4,69,58,1,0.8450533
324.0,102.4,16.0,6.4,0.0512,0.45,29.8,0,0,0,0.4797601
450.0,53.3,100.0,0.5329999999999999,0.0533,29.47,127.1,226,77,59,0.2996852
495.0,362.5,73.0,4.965753424657534,0.090625,6.16,24.6,6,88,1,1.484328
560.0,71.1,71.0,1.0014084507042254,0.0711,82.57,120.8,62,127,69,14.40188
460.0,111.0,115.0,0.9652173913043478,0.0555,65.03,73.2,135,805,9,17.20203
580.0,264.5,413.0,0.6404358353510896,0.066125,43.75,114.0,91,85,72,3.708582
460.0,48.0,3.0,16.0,0.048,96.96,41.1,66,933,143,1.644801
460.0,155.8,5.0,31.160000000000004,0.0779,57.59,118.1,5,79,151,1.361657
460.0,112.4,24.0,4.683333333333334,0.0562,43.62,51.4,40,77,125,1.113164
320.0,122.7,77.0,1.5935064935064935,0.06135,52.59,111.2,90,92,117,1.593427
324.0,78.3,25.0,3.132,0.0783,41.62,74.4,66,64,212,5.306342
560.0,63.6,10.0,6.36,0.0636,12.07,105.4,28,27,126,1.315164
536.0,161.4,46.0,3.508695652173913,0.0807,77.22,82.1,89,94,80,0.7062185
190.0,85.6,401.0,0.2134663341645885,0.0214,60.86,83.1,82,76,149,1.655061
460.0,48.0,3.0,16.0,0.048,22.26,98.6,64,598,30,1.644801
320.0,164.6,351.0,0.4689458689458689,0.0823,28.0,66.3,123,121,14,1.532855
620.0,189.8,266.0,0.7135338345864662,0.0949,54.75,68.5,83,87,110,0.3338742
460.0,111.0,115.0,0.9652173913043478,0.0555,6.44,48.2,132,800,0,17.20203
625.0,218.2,14.0,15.585714285714284,0.1090999999999999,95.18,40.0,11,89,207,0.5479724
320.0,20.2,47.0,0.4297872340425532,0.0336666666666666,43.9,110.2,148,0,0,1.343926
190.0,85.6,401.0,0.2134663341645885,0.0214,47.04,119.5,84,103,122,1.655061
580.0,264.5,413.0,0.6404358353510896,0.066125,84.38,64.8,83,79,137,3.708582
560.0,63.6,10.0,6.36,0.0636,64.35,91.1,32,33,693,1.315164
560.0,199.5,111.0,1.7972972972972974,0.09975,20.85,85.2,29,234,17,3.457263
625.0,83.3,12.0,6.941666666666666,0.0833,39.45,130.1,77,1358,27,0.3981313
560.0,63.6,10.0,6.36,0.0636,97.44,35.8,31,16,1039,1.315164
314.0,98.8,300.0,0.3293333333333333,0.0494,68.86,80.1,69,66,109,0.5957398
495.0,329.3,126.0,2.6134920634920635,0.082325,83.66,57.1,78,91,67,1.476973
560.0,260.4,450.0,0.5786666666666667,0.0650999999999999,35.07,118.1,97,90,42,1.91208
560.0,287.2,450.0,0.6382222222222222,0.0718,54.17,119.9,111,73,79,2.161994
450.0,164.2,173.0,0.9491329479768784,0.0820999999999999,64.88,69.5,45,81,203,1.362835
324.0,78.3,25.0,3.132,0.0783,86.79,79.6,39,41,483,5.306342
146.0,189.1,1600.0,0.1181875,0.047275,77.85,92.1,111,107,134,0.4288969
495.0,350.8,210.0,1.6704761904761904,0.0877,72.67,76.2,67,66,72,1.542863
146.0,187.4,1600.0,0.117125,0.04685,92.31,45.8,120,120,131,0.3946269
320.0,54.6,76.0,0.718421052631579,0.0546,83.82,69.4,17,52,185,1.818745
146.0,187.4,1600.0,0.117125,0.04685,56.04,133.0,131,123,77,0.3946269
560.0,63.6,10.0,6.36,0.0636,15.72,128.7,33,34,164,1.315164
450.0,53.3,100.0,0.5329999999999999,0.0533,44.91,106.8,149,76,93,0.2996852
324.0,66.2,31.0,2.135483870967742,0.0662,92.33,40.2,5,56,332,0.8130776
505.0,149.4,6.0,24.9,0.0747,70.51,68.1,7,96,82,0.9071327
320.0,158.6,90.0,1.762222222222222,0.0793,35.68,69.2,94,132,81,0.6491697
324.0,102.4,16.0,6.4,0.0512,39.64,66.2,50,91,97,0.4797601
146.0,189.6,1600.0,0.1185,0.0474,22.69,64.8,133,128,26,0.3985579
324.0,66.2,31.0,2.135483870967742,0.0662,25.15,117.2,43,60,83,0.8130776
450.0,164.2,173.0,0.9491329479768784,0.0820999999999999,85.91,69.5,89,85,267,1.362835
625.0,220.3,201.0,1.0960199004975124,0.11015,13.37,86.0,26,104,20,0.9501897
450.0,124.8,227.0,0.5497797356828193,0.0624,40.24,68.4,20,74,116,3.592049
460.0,48.0,3.0,16.0,0.048,88.36,68.2,65,64,134,1.644801
625.0,60.2,52.0,1.1576923076923078,0.0602,28.22,87.1,54,429,11,1.039721
324.0,51.3,9.0,5.699999999999999,0.0513,76.19,76.4,7,1,210,0.4998396
460.0,48.0,3.0,16.0,0.048,32.88,85.8,65,303,46,1.644801
604.0,234.2,433.0,0.5408775981524249,0.05855,18.84,73.7,81,96,18,1.696731
460.0,33.5,18.0,1.8611111111111112,0.0558333333333333,53.58,81.5,40,0,0,2.023612
625.0,83.3,12.0,6.941666666666666,0.0833,80.97,122.5,75,306,59,0.3981313
485.0,113.0,267.0,0.4232209737827715,0.0565,44.39,130.0,20,158,63,5.026582
324.0,44.6,41.0,1.0878048780487806,0.0446,56.48,73.7,67,66,66,0.7530965
505.0,152.2,3.0,50.73333333333333,0.0761,61.84,67.9,46,85,100,0.7943481
146.0,188.6,1600.0,0.117875,0.04715,58.7,134.8,119,117,100,0.3004971
146.0,188.4,1600.0,0.11775,0.0471,44.53,112.9,132,130,70,0.5068955
604.0,208.7,550.0,0.3794545454545454,0.052175,43.06,122.8,54,60,77,1.265589
604.0,208.7,550.0,0.3794545454545454,0.052175,20.57,77.0,54,57,31,1.265589
235.0,19.8,33.0,0.6,0.033,87.7,44.9,41,0,0,1.645152
460.0,49.8,7.0,7.114285714285714,0.0829999999999999,13.81,52.3,399,0,0,2.185405
625.0,83.3,12.0,6.941666666666666,0.0833,4.5,29.6,105,197,2,0.3981313
460.0,38.4,32.0,1.2,0.064,41.87,69.8,40,0,0,0.3146644
350.0,35.0,87.0,0.4022988505747126,0.0583333333333333,0.93,27.8,19,0,0,3.341123
625.0,218.2,14.0,15.585714285714284,0.1090999999999999,2.27,33.5,34,34,3,0.5479724
294.0,80.1,254.0,0.3153543307086613,0.0800999999999999,92.92,68.2,3,68,396,0.319741
604.0,280.0,2.0,140.0,0.07,23.75,87.8,104,118,22,0.5512151
146.0,188.8,1600.0,0.118,0.0472,34.34,84.5,133,126,59,0.4435995
460.0,48.0,3.0,16.0,0.048,48.4,67.5,65,346,73,1.644801
324.0,102.4,16.0,6.4,0.0512,63.51,71.1,38,91,161,0.4797601
620.0,189.8,266.0,0.7135338345864662,0.0949,9.84,64.0,82,86,13,0.3338742
560.0,287.2,450.0,0.6382222222222222,0.0718,76.85,71.5,101,67,119,2.161994
460.0,155.8,5.0,31.160000000000004,0.0779,80.1,120.1,84,81,209,1.361657
450.0,54.8,10.0,5.48,0.0547999999999999,46.81,122.4,73,73,23,2.453874
190.0,85.6,401.0,0.2134663341645885,0.0214,53.95,115.6,83,102,133,1.655061
604.0,208.7,550.0,0.3794545454545454,0.052175,15.79,59.6,52,57,21,1.265589
800.0,66.0,69.0,0.9565217391304348,0.066,46.42,126.0,11,17,247,0.768085
604.0,258.8,400.0,0.647,0.0647,82.64,81.7,62,65,204,2.080513
460.0,155.6,33.0,4.715151515151515,0.0778,24.72,100.4,32,86,91,1.013855
314.0,44.6,35.0,1.2742857142857142,0.0743333333333333,57.71,99.3,58,0,0,0.5272802
580.0,264.5,413.0,0.6404358353510896,0.066125,94.14,69.8,110,104,151,3.708582
320.0,197.6,601.0,0.3287853577371048,0.0988,63.72,68.3,42,296,75,2.601036
324.0,38.0,19.0,2.0,0.038,31.82,117.0,72,529,16,0.8450533
450.0,53.2,100.0,0.532,0.0886666666666666,5.56,27.2,68,0,0,0.7367827
314.0,97.4,300.0,0.3246666666666666,0.0487,72.17,74.9,73,73,122,0.4555725
275.0,76.7,7.0,10.957142857142856,0.0767,24.14,76.2,46,89,25,0.8384458
536.0,184.9,84.0,2.2011904761904764,0.09245,63.12,47.8,107,113,89,1.057401
320.0,158.6,90.0,1.762222222222222,0.0793,62.45,93.9,134,139,127,0.6491697
800.0,66.0,69.0,0.9565217391304348,0.066,96.23,34.8,7,30,576,0.768085
324.0,102.4,16.0,6.4,0.0512,89.41,69.2,38,93,232,0.4797601
460.0,40.0,3.0,13.333333333333334,0.0666666666666666,57.0,130.1,158,0,0,1.130695
604.0,207.4,550.0,0.3770909090909091,0.05185,84.96,69.3,107,57,231,1.874971
460.0,51.5,36.0,1.4305555555555556,0.0515,53.9,125.1,70,140,122,0.8660321
350.0,77.6,12.0,6.466666666666666,0.0775999999999999,34.13,116.9,9,54,148,1.354934
350.0,128.0,273.0,0.4688644688644688,0.064,57.43,129.8,125,116,48,0.2007852
146.0,189.1,1600.0,0.1181875,0.047275,12.75,60.0,122,114,17,0.4288969
320.0,122.7,77.0,1.5935064935064935,0.06135,48.4,113.5,52,91,106,1.593427
460.0,155.6,33.0,4.715151515151515,0.0778,16.29,129.1,25,88,62,1.013855
560.0,341.8,545.0,0.6271559633027524,0.08545,76.79,70.7,100,94,104,3.928609
505.0,152.2,3.0,50.73333333333333,0.0761,80.21,108.2,89,89,132,0.7943481
560.0,63.6,10.0,6.36,0.0636,16.09,130.4,32,33,167,1.315164
460.0,111.0,115.0,0.9652173913043478,0.0555,84.97,77.7,130,4706,9,17.20203
450.0,124.8,227.0,0.5497797356828193,0.0624,86.02,123.6,76,78,366,3.592049
625.0,218.2,14.0,15.585714285714284,0.1090999999999999,86.97,69.9,5,95,192,0.5479724
800.0,66.0,69.0,0.9565217391304348,0.066,66.42,89.1,29,29,379,0.768085
560.0,341.8,545.0,0.6271559633027524,0.08545,70.98,72.0,99,93,96,3.928609
294.0,80.1,254.0,0.3153543307086613,0.0800999999999999,84.07,83.8,54,70,365,0.319741
625.0,83.3,12.0,6.941666666666666,0.0833,91.35,69.8,74,356,67,0.3981313
560.0,71.1,71.0,1.0014084507042254,0.0711,51.33,105.1,63,63,42,14.40188
190.0,85.6,401.0,0.2134663341645885,0.0214,82.89,82.1,49,80,153,1.655061
800.0,66.0,69.0,0.9565217391304348,0.066,61.13,69.1,10,18,347,0.768085
580.0,264.5,413.0,0.6404358353510896,0.066125,86.72,67.7,106,99,141,3.708582
560.0,287.2,450.0,0.6382222222222222,0.0718,59.26,102.8,103,68,88,2.161994
1150.0,297.2,250.0,1.1888,0.0742999999999999,23.51,126.0,35,29,93,2.01561
190.0,87.6,456.0,0.1921052631578947,0.0219,22.61,53.4,85,99,26,1.338738
620.0,189.8,266.0,0.7135338345864662,0.0949,34.43,130.3,75,81,66,0.3338742
320.0,158.6,90.0,1.762222222222222,0.0793,41.91,118.3,138,145,92,0.6491697
495.0,362.5,73.0,4.965753424657534,0.090625,30.14,84.3,81,99,18,1.484328
324.0,38.8,96.0,0.4041666666666666,0.0387999999999999,55.73,64.8,68,67,73,0.2916726
460.0,38.4,32.0,1.2,0.064,24.79,129.4,38,0,0,0.3146644
324.0,54.4,119.0,0.4571428571428571,0.0544,94.48,40.9,49,16,685,1.702155
190.0,85.6,401.0,0.2134663341645885,0.0214,49.01,120.0,84,104,125,1.655061
560.0,71.1,71.0,1.0014084507042254,0.0711,54.24,129.4,63,844,42,14.40188
324.0,44.6,41.0,1.0878048780487806,0.0446,42.36,136.1,66,763,49,0.7530965
460.0,155.6,33.0,4.715151515151515,0.0778,91.39,94.7,82,86,333,1.013855
324.0,38.0,19.0,2.0,0.038,38.43,134.9,71,144,21,0.8450533
324.0,66.2,31.0,2.135483870967742,0.0662,72.7,133.2,29,58,256,0.8130776
450.0,95.8,72.0,1.3305555555555555,0.0958,69.64,93.1,26,26,429,1.355596
604.0,254.6,228.0,1.1166666666666667,0.06365,89.86,34.8,55,61,135,0.732778
235.0,19.8,33.0,0.6,0.033,76.19,70.6,63,0,0,1.645152
560.0,55.8,10.0,5.58,0.0557999999999999,60.77,82.5,50,524,79,2.042118
560.0,288.2,373.0,0.7726541554959785,0.07205,49.76,116.5,79,77,70,0.7729153
604.0,234.2,433.0,0.5408775981524249,0.05855,48.79,134.6,81,93,56,1.696731
146.0,189.6,1600.0,0.1185,0.0474,74.23,116.0,117,116,87,0.3985579
350.0,77.6,12.0,6.466666666666666,0.0775999999999999,30.13,112.3,33,19,131,1.354934
146.0,188.8,1600.0,0.118,0.0472,25.28,65.5,131,128,41,0.4435995
460.0,190.0,14.0,13.571428571428571,0.095,51.27,69.3,101,97,86,2.184558
480.0,82.4,128.0,0.64375,0.0824,34.69,92.6,41,46,104,2.207412
324.0,44.6,41.0,1.0878048780487806,0.0446,33.27,65.2,66,376,41,0.7530965
800.0,66.0,75.0,0.88,0.066,75.72,130.2,5,31,467,0.3451779
320.0,158.6,90.0,1.762222222222222,0.0793,90.04,99.5,24,147,183,0.6491697
460.0,190.0,14.0,13.571428571428571,0.095,10.19,67.3,78,116,10,2.184558
320.0,122.7,77.0,1.5935064935064935,0.06135,97.53,43.6,6,84,228,1.593427
314.0,99.2,300.0,0.3306666666666666,0.0496,20.87,79.7,25,68,33,0.4474733
324.0,51.3,9.0,5.699999999999999,0.0513,31.43,104.0,47,46,87,0.4998396
324.0,78.3,25.0,3.132,0.0783,85.21,89.3,4,57,469,5.306342
146.0,188.6,1600.0,0.117875,0.04715,1.09,39.9,44,25,1,0.3004971
235.0,19.8,33.0,0.6,0.033,79.76,79.7,29,0,0,1.645152
320.0,158.6,90.0,1.762222222222222,0.0793,53.32,69.3,63,143,114,0.6491697
324.0,78.3,25.0,3.132,0.0783,39.64,67.1,61,62,199,5.306342
480.0,156.4,242.0,0.6462809917355372,0.0782,66.74,111.4,98,94,180,2.855713
324.0,38.8,96.0,0.4041666666666666,0.0387999999999999,43.77,68.2,68,205,55,0.2916726
450.0,41.0,83.0,0.4939759036144578,0.0683333333333333,97.19,30.4,48,0,0,2.425779
604.0,311.2,600.0,0.5186666666666666,0.0778,34.72,99.7,100,113,27,0.2728531
314.0,44.6,35.0,1.2742857142857142,0.0743333333333333,44.49,119.6,56,0,0,0.5272802
604.0,310.4,600.0,0.5173333333333333,0.0775999999999999,98.58,29.8,79,84,157,0.6295673
190.0,85.6,401.0,0.2134663341645885,0.0214,23.36,57.6,92,87,59,1.655061
450.0,164.2,173.0,0.9491329479768784,0.0820999999999999,96.87,47.2,78,83,295,1.362835
314.0,115.1,401.0,0.2870324189526184,0.05755,2.51,34.6,3,107,1,0.4264583
460.0,190.0,14.0,13.571428571428571,0.095,27.39,125.9,4,102,39,2.184558
625.0,83.3,12.0,6.941666666666666,0.0833,56.75,68.1,74,75,38,0.3981313
480.0,156.4,242.0,0.6462809917355372,0.0782,51.27,69.5,12,95,136,2.855713
450.0,124.8,227.0,0.5497797356828193,0.0624,73.25,69.2,77,78,328,3.592049
604.0,311.2,600.0,0.5186666666666666,0.0778,40.74,111.5,31,112,34,0.2728531
460.0,48.0,3.0,16.0,0.048,36.09,122.9,65,664,49,1.644801
320.0,158.6,90.0,1.762222222222222,0.0793,75.93,69.2,22,140,154,0.6491697
324.0,78.3,25.0,3.132,0.0783,45.17,115.7,3,64,231,5.306342
495.0,350.8,210.0,1.6704761904761904,0.0877,67.7,87.0,82,83,68,1.542863
146.0,188.4,1600.0,0.11775,0.0471,98.11,34.1,106,123,142,0.5068955
536.0,161.4,46.0,3.508695652173913,0.0807,46.67,128.6,31,95,47,0.7062185
146.0,189.2,1600.0,0.11825,0.0472999999999999,28.95,74.5,135,129,30,0.299028
460.0,38.4,32.0,1.2,0.064,49.59,69.4,39,0,0,0.3146644
